Recipient Name,Award Amount
TRADE PRODUCTS CORP.,14701.88
"ENERGYSOLUTIONS, LLC",14685.96
SOLAR ATMOSPHERES MANUFACTURING INC,14275.169999999998
"MEDALS OF AMERICA, LTD.",14152.5
MEGA WHOLESALE LLC,14070.92
GERMRIP LLC,13680.0
"SLM CONTRACT FURNITURE, INC.",13056.08
SUPERIOR SOLUTIONS AND INSIGHTS LLC,12754.0
ADVANTAGE LEASING ASSOCIATES LLC,12378.0
"CORUM ENGINEERING, P.C",12260.0
SIG SAUER INC.,12221.12
"HUMPHREYS & ASSOCIATES, INC.",12000.0
P. B. DISTRIBUTING CO INC,11709.0
TITAN MACHINERY INC.,11678.15
TECHANAX LLC,11485.27
"SECURITY RESOURCES, INC.",11349.52
THE REGENTS OF THE UNIVERSITY OF COLORADO,11344.0
UXC LLC,11189.13
AMERICAN PETROLEUM INSTITUTE,10863.0
DAWNWOLFTECH,10800.0
REDFORT TECHNOLOGIES LLC,10495.12
"KNIGHTHORST SHREDDING, LLC",10350.0
EGS INC.,10276.42
TENNESSEE VALLEY TITLE INSURANCE CO.,10200.0
"IXRF, INC.",10200.0
"THE TRAILER SHOP, LLC",10055.0
"CORELOGIC SOLUTIONS, LLC",10000.0
UNIVERSITY OF TENNESSEE,10000.0
REPUBLIC SERVICES INC,9900.0
"ABBA TECHNOLOGIES, INC.",9308.06
AD STANLEY LLC,9300.0
VPRIME TECH INC,9256.15
IRON MOUNTAIN INFORMATION MANAGEMENT LLC,9160.68
"GLOBAL ENTERPRISE, INC",8775.0
USA WASTE OF CALIFORNIA INC,8624.4
"USA WASTE OF CALIFORNIA, INC.",8616.53
GEORGES SANITATION INC,8100.0
"SCHNEIDER ELECTRIC USA, INC.",8068.19
"M&M ALLIANCES, LLC",7877.92
BUSINESS & OFFICE SYSTEM SERVICES LLC,7200.0
BLOOMSBURIE LLC,7009.6
M&K ENTERPRISES LLC,5805.0
"JONES LANG LASALLE AMERICAS, INC.",5000.0
SALMON GROUP INC,5000.0
ETG-FIRE LLC,4815.0
"TRI-STATE ROOFING CONTRACTORS, LLC",4250.0
"TRANSFORMATIONAL SECURITY, LLC",3980.0
TOBIAS BERTHA,3900.0
"FOUR CORNERS WEED CONTROL, INC",3311.86
"CANON U.S.A., INC.",3225.920000000002
RADIAN RESEARCH INC,3200.0
"MAXIMUS FEDERAL CONSULTING, LLC",2753.0
"FORT SMITH, CITY OF",2000.0
"SATCOM DIRECT GOVERNMENT, LLC",1611.0
"BROWN POINT FACILITY MANAGEMENT SOLUTIONS, LLC",1218.75
"LYFT, INC.",1200.0
BOCA WIRE CORP,1017.6
POTOMAC-HUDSON ENGINEERING INC,1000.0
TRILLIUM DEVELOPMENT LTD CO,889.84
MANHATTAN TELECOMMUNICATIONS CORPORATION LLC,457.94
GLOBAFONE INC,451.36
"AMERICAN WIRE GROUP, LLC",249.6
DS GOVERNMENT SOLUTIONS CORP,0.0
CROWN TECHNICAL SYSTEMS,0.0
CITY OF FREEPORT,0.0
ENERGY VISUALS INC,0.0
NICK CHORAK MOWING & TILLING,0.0
EPOCH CONCEPTS LLC,0.0
BOWEN DOOR SERVICE LLC,0.0
HTGS-CULMEN JV LLC,0.0
BRUIN WASTE MANAGEMENT LLC,0.0
SOUTHWEST RESEARCH INSTITUTE,0.0
"APPLIED RESEARCH ASSOCIATES, INC.",0.0
CYBERNAMIC LLC,0.0
S & L INDUSTRIAL,0.0
"GLOBAL ENGINEERING SOLUTIONS OF WASHINGTON DC, P.C.",0.0
CHLOETA HOLDINGS LLC,0.0
"FOOTHILLS ENVIRONMENTAL, INC.",0.0
"MEYER UTILITY STRUCTURES, LLC",0.0
INTERA INCORPORATED,0.0
CARLO LACHMANSINGH SALES INC,0.0
CLEAR GLOBAL SOLUTIONS LLC,0.0
MVA POWER USA INC,0.0
"MANESH ELECTRONICS, INC",0.0
THOMPSON & SONS INC,0.0
NLINE ELECTRIC LLC,0.0
THE BOEING COMPANY,0.0
EAST COAST POWERLINE LLC,0.0
INFRARED CAMERAS INC,0.0
INTEGRITY AND HONOR LLC,0.0
INTELLIGENT INTERNATIONAL INC.,0.0
NATIONAL INSTITUTE OF BUILDING SCIENCES,0.0
"AMERESCO FEDERAL SOLUTIONS, INC.",0.0
AMERICAN HEALTHCARE SERVICES JV LLC,0.0
"NORTHGATE AVIATION, INC",0.0
"MOUNT PROSPECTS NORTHWEST ELECTRICAL SUPPLY CO., INC.",0.0
HUGH AND ASSOCIATES INC,0.0
"MOODY'S ANALYTICS SOLUTIONS, LLC",0.0
TUCKER SNO-CAT CORPORATION,0.0
"BETTER DIRECT, LLC",0.0
"BENNETT-ALVARADO, INC.",0.0
BOYER FORD TRUCKS INC,0.0
FOX ROTHSCHILD LLP,0.0
"FAR GOVERNMENT, INC.",0.0
FCN INC,0.0
"FEDWRITERS, INC.",0.0
FLIGHTWAVE AEROSPACE SYSTEMS CORPORATION,0.0
COMP CLEAN INC,0.0
MICROPYRETICS HEATERS INTERNATIONAL INC,0.0
KPAUL PROPERTIES LLC,0.0
"WCD ENTERPRISES, LLC",0.0
SKILLSOFT (US) LLC,0.0
ARCTIC PEAK LLC,0.0
DOW MOUNTAIN LLC,0.0
ARABIC INTERPRETERS LLC,0.0
ACCESS INTELLIGENCE LLC,0.0
"YULISTA SOLUTIONS, LLC",0.0
APTIVE RESOURCES LLC,0.0
BOARD OF REGENTS OF THE NEVADA SYSTEM OF HIGHER ED,0.0
"LINDAHL REED, INC.",0.0
"LOCKHEED MARTIN SERVICES, LLC",0.0
LIONA ENTERPRISES INC,0.0
IT VISION NETWORKS INC,0.0
ITHAKA HARBORS INC.,0.0
OGIS COMMUNICATION GROUP INC,0.0
OAK RIDGE UTILITY DISTRICT,0.0
"VALTEQ, INC.",0.0
VALLEY ELECTRIC ASSOCIATION INC,0.0
UTILITIES TECHNOLOGY COUNCIL,0.0
"UTILITY SYSTEMS, INC.",0.0
"VERTOSOFT, LLC",0.0
"TRIPOINT SOLUTIONS, LLC",0.0
TRIBALCO LLC,0.0
NORTH WIND GENERAL CONTRACTORS LLC,0.0
"NBT CONSTRUCTION AND SUPPLY, LLC",0.0
ALEUT REMEDIATION LLC,0.0
MACRODYNE TECHNOLOGIES INC,0.0
MALVERN PANALYTICAL INC,0.0
"EVERBRIDGE, INC.",0.0
GREGG ENGINEERING INC,0.0
"GE ENERGY MANAGEMENT SERVICES, LLC",0.0
"COLORADO WEED CONTROL, INC.",0.0
CEREBRAS SYSTEMS INC.,0.0
"I-2-I SOLUTIONS, INC.",0.0
"GEOMETRICS, INC.",0.0
BYNDER LLC,0.0
"BIO-LOGIC USA, LLC",0.0
INFICON INC,0.0
INCORPORATED COUNTY OF LOS ALAMOS,0.0
MARTIN MARIETTA SPEC COMPONENT,0.0
ELEVATE IMPROVEMENT LLC,0.0
"EMP2, INC.",0.0
PERKINELMER U.S. LLC,0.0
PHIGENICS LLC,0.0
"PORTLAND TERMINALS, LLC",0.0
"TECHNICAL COMMUNITIES, INC.",0.0
ELECTRICAL TRAINING ALLIANCE,0.0
EHT VENTURES LLC,0.0
OREGON DEPARTMENT OF ENVIRONMENTAL QUALITY,0.0
QUALITY POWER SOLUTIONS LLC,0.0
"IIMAGE RETRIEVAL, INC.",0.0
ILLINOIS TOOL WORKS INC,0.0
IC PRO AMERICAS INC,0.0
TAYLOR ADVISORS INC,0.0
"DOCKENDORF EQUIPMENT CO., INC.",0.0
"TECHNOLOGY VENTURES, INC.",0.0
"E.F. KEARNEY, LIMITED",0.0
PUBLIC SERVICE COMPANY OF COLORADO,0.0
CITY OF OAK RIDGE,0.0
E FLOW ELECTRIC INC,0.0
"DUN & BRADSTREET, INC",0.0
ENERGY EXEMPLAR LLC,0.0
DUVALL BRO'S MOBILE MECHANICAL LLC,0.0
GALVION LTD,0.0
GALVANIZERS INC,0.0
G. C. MICRO CORPORATION,0.0
"CHENEGA WORLDWIDE SUPPORT, LLC",0.0
GEORGE CHAMPLAIN,0.0
GEOGRAPHIC TECHNOLOGIES GROUP INC,0.0
"BSE PERFORMANCE, LLC",0.0
UMBC TRAINING CENTERS LLC,0.0
THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,0.0
"JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC",0.0
JP WHELAN CO,0.0
"LANCER INFORMATION SOLUTIONS, LLC",0.0
"KYMBER CONSULTING GROUP, LLC",0.0
LEIDOS ENGINEERING LLC,0.0
LEVITAN & ASSOCIATES INC,0.0
"QUEST DIAGNOSTICS CLINICAL LABORATORIES, INC.",0.0
CEATI INTERNATIONAL INC.,0.0
"DYNAMIC INTEGRATED SERVICES, LLC",0.0
"ASC GP, INC.",0.0
"PZI INTERNATIONAL CONSULTING, INC.",0.0
"ASRC FEDERAL TECHNOLOGY SOLUTIONS, LLC",0.0
BY LIGHT PROFESSIONAL IT SERVICES LLC,0.0
"BURDETTE, KOEHLER, MURPHY AND ASSOCIATES, INC.",0.0
"JEOL USA, INC.",0.0
"JOHN J. YIM & ASSOCIATES, LLC",0.0
ROYAL SOCIETY OF CHEMISTRY (THE),0.0
"ROYAL MEDIA NETWORK, INC.",0.0
"AUGUSTINE,NORMAN",0.0
ROCK & ASSOCIATES,0.0
DIGITAL MANAGEMENT LLC,0.0
EBSCO INDUSTRIES INC,0.0
"EBL ENGINEERS, LLC",0.0
"DIGON SYSTEMS, LLC",0.0
"DEVELOPMENT WORKSHOP, INC.",0.0
DEQUE SYSTEMS INC,0.0
"SARGENT & LUNDY, L.L.C.",0.0
TRADESPACE INC,0.0
"GUARDIAN CENTERS OF GEORGIA, LLC",0.0
CEG SOLUTIONS LLC,0.0
IMPLAN GROUP LLC,0.0
JNV GROUP,0.0
ANALEX CORPORATION,0.0
SKOOKUM EDUCATIONAL PROGRAMS,0.0
ITM4G LLC,0.0
ITRON INC,0.0
SAMUEL D FINK,0.0
SOUTHERN STATES LLC,0.0
SIERRA RESCUE CO. LLC,0.0
SIEMENS GOVERNMENT TECHNOLOGIES INC,0.0
LUMMUS CONSULTANTS INTERNATIONAL LLC,0.0
"SYSCOM, INC",0.0
SYMMETRY ENERGY SOLUTIONS LLC,0.0
"SUMMER CONSULTANTS, INC.",0.0
STERILECO LLC,0.0
SIDEM LLC,0.0
SOUTHWEST ELECTRIC CO.,0.0
"SONEPAR MOUNTAIN HOLDINGS, LLC",0.0
RPT CONSULTING LLC,0.0
RELIANCE CONTRACTORS INC,0.0
"REPROGRAPHIC PRODUCTS GROUP, INC.",0.0
SERVICESOURCE INC,0.0
"522 PRODUCTIONS, LLC",0.0
"VETERAN INFORMATION TECHNOLOGIES, LLC",0.0
AGUSTAWESTLAND PHILADELPHIA CORPORATION,0.0
WASHINGTON STATE UNIVERSITY,0.0
WILLIS TOWERS WATSON US LLC,0.0
WINDROCK LAND COMPANY,0.0
WISECOM TECHNOLOGIES INC,0.0
"AAR GOVERNMENT SERVICES, INC.",0.0
"VMD SYSTEMS INTEGRATORS, LLC",0.0
2SRG INC,0.0
COLORADO TRAFFIC CONTROL LLC,0.0
"4 STAR TECHNOLOGIES, INC.",0.0
"EXECUTIVE INFORMATION SYSTEMS, L.L.C.",-0.02
"ARCHANGEL PROTECTIVE SERVICES, INC.",-0.04
"WOLTERS KLUWER FINANCIAL SERVICES, INC.",-4.0
PREMIER SERVICE CENTER INC.,-10.46
AWD MANAGEMENT SERVICES INC,-43.0
"EXCELLA, LLC",-81.48
MECA CONSULTING INC,-117.98
MERCURY ASSOCIATES INC,-138.75
AVANTGARDE LLC,-188.57
AMERICAN INSPECTION & TEST INC,-195.0
CROWNED GRACE INC,-208.31
THE MELLEN CO INC,-215.0
MISCELLANEOUS FOREIGN AWARDEES,-288.15
DELOITTE & TOUCHE LLP,-419.68
LONGLAND CORP,-466.0
SINTEF AS,-500.0
"MARTINSON SNOW REMOVAL, INC.",-532.0
"AUTOMATIC BUILDING CONTROLS, INC.",-581.0
"KNUDSEN CORPORATE CENTER, LLC",-597.43
D&M PUMPING LLC,-600.0
APC EQUIPMENT & MANUFACTURING INC,-640.0
"NASH HARBOR SOLUTIONS, LLC",-653.56
"LYME COMPUTER SYSTEMS, INC.",-916.77
"FUJII, VALENTINE",-960.0
XEROX CORPORATION,-990.6
"VEHICLE LEASING ASSOCIATES, LLC",-1053.93
GE RENEWABLES GRID LLC,-1216.0
"ALPHA OPPORTUNITIES, INC",-1254.74
"PINYON ENVIRONMENTAL, INC.",-1295.65
BELL TEXTRON INC,-1300.0
THE JUST CULTURE COMPANY LLC,-1717.43
RGL INC.,-1770.32
"VAN'S SANITATION, LLC",-1905.76
COGNIZANT TECHNOLOGY SOLUTIONS CORP,-2000.0
FRANZ REPROGRAPHICS INC,-2203.96
ZIEGLER INC,-2248.74
ERTH SYSTEMS SHREDDING INC,-2250.0
"ELECTRIC LIGHTWAVE COMMUNICATIONS, INC.",-2395.39
AHTNA DESIGN-BUILD INC,-2477.28
HOLDA MICHAEL A,-2575.72
"B W ELECTRIC, INC.",-2990.0
"RELIANCE RELOCATION SERVICES, INC",-3000.0
"CENTURY HELICOPTERS, INC.",-3209.470000000001
COOPERATIVE PERSONNEL SERVICES,-3979.49
FEDERAL EXPRESS CORPORATION,-4356.57
"KHAN, IRAM",-4950.0
"CHARLES SARGENT IRRIGATION, INC.",-5095.0
"COZARELLI, SARA",-5625.0
OMICRON ELECTRONICS CORP USA,-5740.0
"UNITED PARCEL SERVICE, INC.",-5913.88
THE CENTERS FOR HABILITATION,-6409.34
MCC INDUSTRIES INC,-6575.6
"PUBLISHERS INTERNATIONAL LINKING ASSOCIATION, INC.",-7000.0
PITNEY BOWES INC.,-7069.08
"CLEAN COUNTRY, INC.",-7342.0
"BURLESON CONSULTING, INC.",-7676.7
"CHEROKEE NATION MISSION SOLUTIONS, L.L.C.",-9773.4
"ACCO ENGINEERED SYSTEMS, INC.",-10279.79
CRI ADVANTAGE INC,-10888.44
"AMERICAN POWER SYSTEMS, LLC",-12376.0
"FURNITURESPEAK, INC.",-14665.0
FLATWATER SOLUTIONS COMPANY,-15000.0
INVADER PEST MANAGEMENT INC,-17701.18
"BEN FITZGERALD REAL ESTATE SERVICES, L.L.C.",-22382.21
WYANDOTTE TECHNOLOGIES,-23346.44
SIGNIFICANCE INC,-24894.02
JFA-RC TECHNICAL SERVICES LLC,-25672.06
SANFORD BISMARCK,-28552.0
NATIONAL ACADEMY OF PUBLIC ADMINISTRATION,-29026.24
"ESPINOZA CULTURAL SERVICES, LLC",-29176.9
"EAN HOLDINGS, LLC",-29197.15
PRESIDENT AND FELLOWS OF HARVARD COLLEGE,-30900.0
ALPHATEC P.C.,-33487.79
"UTILITIES INTERNATIONAL, INC.",-34944.0
AKIMA SYSTEMS ENGINEERING LLC,-35256.91
DIGNITY HEALTH MEDICAL FOUNDATION,-36142.0
"MOTOROLA SOLUTIONS, INC.",-40608.0
GOVERNMENT PROPERTIES INCOME TRUST LLC,-42155.38
INTERACTIVE TECHNOLOGIES GROUP INC,-48148.33
PROSIDIAN CONSULTING LLC,-50000.0
CREATIVEIT SOLUTIONS LLC,-52152.469999999994
"COLLEAGUE CONSULTING, LLC",-54119.06
"NORTH ARROW, INC.",-62236.76000000001
ELLOS GLOBAL LLC,-69339.85
MIRACORP INC,-70000.0
DATA MONITOR SYSTEMS INC,-73333.35
"TANAKA MADISON CONSULTING, LLC",-90056.0
WHITE & CASE LLP,-93095.0
SEVENTH SENSE CONSULTING LLC,-93458.58
WILBURN HAULING INC,-93560.27
NORTON ROSE FULBRIGHT US LLP,-94785.6
"PNC BANK, NATIONAL ASSOCIATION",-97968.92
"CNI TECHNICAL SERVICES, LLC",-101203.91
"AMENTUM SERVICES, INC.",-107366.73
ILLUME ADVISING LLC,-108535.79
CONVERGE STRATEGIES LLC,-110000.0
RIVIDIUM INC.,-113087.03
NATIONAL ACADEMY OF SCIENCES,-133565.14
KATMAI HEALTH SERVICES LLC,-139825.24
"THE FIELDS GROUP, LLC",-144215.99
CIVIL DESIGN & ENGINEERING INC,-147877.42
"CHEROKEE FEDERAL SOLUTIONS, L.L.C.",-151376.22
ASM AFFILIATES INC,-153529.55
NORTH WIND RESOURCE CONSULTING LLC,-179372.03
SIA-STANTEC LLC,-189952.55
"MRLA, INC",-205000.0
"BLUE CANOPY GROUP, LLC",-228132.03
ROY SMITH COMPANY,-250000.0
"FTI CONSULTING, INC.",-257281.5
"AFOGNAK DIVERSIFIED SERVICES, INC.",-333339.85
"FLUOR MARINE PROPULSION, LLC",-345706.5999999994
"TETRA TECH HEI, INC.",-379988.35
WE2 SUPPORT SERVICES 8A JV LLC,-409517.95999999996
CYNTHIA B SIMONSON,-415137.5
PROVEN MANAGEMENT LLC,-450071.95
"TEKPRO SUPPORT SERVICES, LLC",-462394.38
SPEARS CONSULTING GROUP LLC,-529965.84
"BCS ALLEGIENT, INC.",-616799.55
"NORTH WIND SITE SERVICES, LLC",-617818.23
"BOSTON GOVERNMENT SERVICES, LLC",-649143.13
"TETRA TECH, INC.",-677709.5
ADVANCEMED CORPORATION,-703775.04
DNV USA INC.,-831926.7
INTEPROS FEDERAL INCORPORATED,-874657.73
"TEAM B MARKETING, INC",-925803.48
COHNREZNICK LLP,-979839.5599999999
"ICF INCORPORATED, L.L.C.",-999825.1200000001
ARCHETYPE III LLC,-1153670.14
SES-TECH GLOBAL SOLUTIONS,-1200000.0
ENTERPRISE TECHNICAL ASSISTANCE SERVICES INC,-1384824.28
VNS FEDERAL SERVICES LLC,-1734502.95
TECH2 SOLUTIONS,-3116251.0
